본부코드,팀코드,담당자코드,광고주명,매체,계정,마스터 계정(mskimkim) 권한 요청,요청 불가 사유
928,1202,939,화인,NAVER,fineco,,
928,1202,81,(주)화인코리아,NAVER,finex97,,
928,1184,1274,핑갈주얼리,NAVER,fingals-jung89:naver,,
928,1184,914,아마존피쉬,NAVER,fish21c3,,
927,1200,33,PIS민간조사기업,NAVER,fixer,,
928,1202,201009,플렛,NAVER,flat5402,,
928,1202,806,몰로킨,NAVER,flduddhr:naver,,
1204,1205,201073,(주)이엘라이즈,NAVER,flyup_ent:naver,,
928,1184,201004,루미애체안경원,NAVER,fnaldocp,,
928,1202,26,미추홀구맛집,NAVER,foodstoryb:naver,,
926,1207,201011,포레스트 173,NAVER,forrest173,,
928,1184,201027,한독에어레스,NAVER,fosjys,,
926,1207,1328,(주)퓨쳐싸이언스,NAVER,future1123,,
927,1200,33,지투아이넷,NAVER,g2inet,,
928,1184,1274,가가청소철거,NAVER,gaga7113,,
928,1202,51,가인컨테이너,NAVER,gain5766766,,
928,1184,1548,갤럭시원룸텔,NAVER,galaxy1234,,
927,1200,33,가온몰,NAVER,gaon765,,
928,1202,50,블랙째즈,NAVER,gargadise,,
809,810,1349,가리온학원,NAVER,garionedu,,
928,1202,81,가야황토벽돌산업,NAVER,gayabrick,,
928,1202,806,강촌테마랜드,NAVER,gc99113,,
928,935,2,젤스타,NAVER,gelstar,,
928,1202,806,좋은친구들(프렌즈네트웍스),NAVER,gf070:naver,,
928,1202,51,스튜디오마법사,NAVER,ggaggung,,
928,1202,898,껴바,NAVER,gguba,,
926,1207,1328,동화욕실,NAVER,gh9031,,
927,1200,560,(주)강화명품,NAVER,ghbest,,
928,1202,81,빈스데코플로어,NAVER,ghghdkwp,,
926,964,200998,김작가의사진나라,NAVER,ghlwlsld,,
926,1207,201037,에이치엔씨,NAVER,ghssksek1,,
928,1184,201027,지아나플라워즈,NAVER,giannaflowers:naver,,
926,1207,200982,거울TV,NAVER,gift2627,,
927,1200,1271,원데이메디컬,NAVER,giftcola,,
927,1200,201038,주식회사지산로지스,NAVER,gisan031:naver,,
928,1184,914,후한의원,NAVER,gj0829,,
927,1200,1594,인투아이,NAVER,gjdlsdhr1,,
928,1184,914,광주고시학원,NAVER,gjgosi,,
928,1202,898,하이웹,NAVER,gkdldnpq1,,
928,1184,1548,제일CTECH,NAVER,gkfl1938,,
928,1202,806,판다대부,NAVER,gkgk7735,,
928,1202,1216,익수제약,NAVER,gkow888:naver,,
928,1184,914,한흥산업,NAVER,gksgmd,,
928,1202,898,한보월드,NAVER,gksqh88,,
928,1202,806,엘리시안강촌렌탈샵,NAVER,gksrudwn,,
928,1202,25,하수구클리닉,NAVER,gktnrn1,,
927,1200,1271,슈퍼맨아웃도어,NAVER,gkwjd5872,,
928,1184,914,후한의원,NAVER,gkwlgns1,,
928,1184,1274,글래드스튜디오,NAVER,gladstudio,,
928,1184,914,글로스컴,NAVER,gloscom,,
926,1207,200982,글루텐,NAVER,gluten,,
928,1184,1274,굿모닝팜,NAVER,gmf0523,,
928,1184,1274,가나한화물운송,NAVER,gmq1004,,
928,1202,51,주식회사 바우씨에프,NAVER,gobawoocf,,
928,1202,50,대출고고,NAVER,gogo9016,,
928,1202,938,고고비치서프,NAVER,gogobeach2go,,
928,1202,26,하트랙 골드퓨쳐,NAVER,gold-future:naver,,
928,1202,81,올리비움산후조리원,NAVER,goldenpalace,,
928,1202,1040,에임리치,NAVER,goldmoonft,,
928,1202,939,금성콘크리트산업,NAVER,goldstar7747,,
928,1202,50,곰보배추농장,NAVER,gombo56:naver,,
928,1202,1040,커넥츠프랩천안신부점,NAVER,gongdangi047:naver,,
928,1202,25,주식회사 크리에이티브 공존,NAVER,gongzone01,,
809,810,201032,녹동수산,NAVER,gony0211,,
927,1200,1530,좋은세상,NAVER,goodsesang,,
927,1200,551,GOODA,NAVER,goooda,,
1204,1205,201073,고래방앗간,NAVER,gorae_banga:naver,,
928,1202,50,코디유니폼,NAVER,gown1004,,
928,1202,898,헤이데이,NAVER,gpwls1203,,
927,1200,817,그래덕스,NAVER,graducks,,
928,1184,1274,국민행정심판,NAVER,greattao1,,
928,1202,25,그린묘목농원,NAVER,green12,,
928,1202,895,(주)삼익산업,NAVER,greenbay,,
928,1184,1274,(주) 녹십자,NAVER,greencross,,
928,1202,806,그린피플,NAVER,greenpeople,,
928,1184,1274,초록창호,NAVER,greenwin,,
928,1184,1274,주식회사그루터기,NAVER,grutugy827,,
928,1202,939,거성콘테이너,NAVER,gshousing,,
928,1202,895,GTE솔루션,NAVER,gte3690,,
928,1202,806,아쿠아마린글램핑,NAVER,guard727:naver,,
928,1202,25,짱아빠,NAVER,gueam:naver,,
927,1200,556,영광수산,NAVER,gulbisusan,,
928,1184,917,에듀플렉스구월점,NAVER,gweduplex,,
927,1200,1594,(주)가전월드,NAVER,gyo74:naver,,
927,1200,1530,(주)시슨드시,NAVER,h4h,,
928,1184,1548,나눔노트사,NAVER,hadabin092,,
928,1202,26,24시붙임머리전문점헤어캐슬,NAVER,haircastle,,
927,1200,57,콩타작 푸드마켓,NAVER,hakkch:naver,,
928,1202,938,홈파트너,NAVER,hamann,,
928,1184,201022,우성파이낸스,NAVER,han3581,,
809,980,200938,올레ktcctv가입센터,NAVER,hana40003:naver,,
928,1202,81,에스이워크,NAVER,hanamail11:naver,,
928,1184,1548,하나랙캐스터,NAVER,hanarack1095,,
926,1207,200980,에이치비주식회사,NAVER,hanarosb,,
928,1202,895,한바다,NAVER,hanbada,,
926,1207,201011,마산한백자동차운전전문학원,NAVER,hanbeakcar,,
928,1202,898,핸디즈,NAVER,handys,,
928,1202,898,한텍,NAVER,hanelecon,,
928,1202,929,한길창호,NAVER,hangil4204,,
928,1202,938,한길케어,NAVER,hangilcare,,
928,1202,50,한호수,NAVER,hanhosoo,,
928,1202,806,(주)이일코리아,NAVER,hanilm,,
927,1200,551,크레이지북,NAVER,hanjanhal1,,
928,1202,806,골든여행사,NAVER,hanjiechul12,,
928,1202,939,한주기계,NAVER,hanju888,,
928,1184,914,후한의원,NAVER,hanky000,,
927,1200,201038,한나앤마리,NAVER,hannanmary:naver,,
928,1202,939,한스마일,NAVER,hansmile,,
1204,1205,201073,한샘몰,NAVER,hanssem,,
926,964,1616,핸텀,NAVER,hantom,,
926,1207,1328,한트럭,NAVER,hantruck1,,
926,1207,1328,한트럭,NAVER,hantruck2,,
928,1202,895,한양벽돌,NAVER,hanyangbrick,,
927,1200,201038,행복정보통신주식회사,NAVER,happy04225,,
926,964,200998,해피고디자인,NAVER,happygo5969,,
926,964,200998,빌라다나와플러스,NAVER,happyhomes,,
928,1202,25,휴이온,NAVER,happytrigger,,
927,1200,1271,을지신한벽지,NAVER,har1125,,
928,1202,806,하푼,NAVER,harpoon911,,
927,1200,57,아우트로,NAVER,hatsplus,,
928,1202,806,프리토(브랜드리스),NAVER,haya15:naver,,
928,1202,939,현대기획 명찰나라,NAVER,hdkim5066,,
928,1184,9,(주)현대내츄럴,NAVER,hdnatural,,
928,1202,26,현대방음문,NAVER,hdsf7666,,
928,1202,933,현대요트주식회사,NAVER,hdyachts,,
928,1202,933,벌곡엔젤천연치료원교회,NAVER,healinghc,,
927,1200,1530,(주)아따맘,NAVER,heaven2080,,
928,1184,917,헤비스테이크,NAVER,heavysteak,,
928,1202,50,아가잼잼,NAVER,hee0987,,
928,1202,939,하놀,NAVER,heejunstyle1:naver,,
928,1202,25,헬리오스,NAVER,heliosscuba,,
928,1202,26,헬로웹,NAVER,helloweb1,,
928,1202,806,허브몰리,NAVER,herbmolly514,,
928,1202,806,허브라파,NAVER,herbrapa,,
928,1184,1274,HERITH(헤리스),NAVER,herit1010,,
928,1202,939,헤세드,NAVER,hesed931,,
928,1202,806,금샘플러스도어,NAVER,heshms,,
928,1202,26,휴안마토피아,NAVER,hewanma,,
926,1207,201037,헤이데이스튜디오,NAVER,heydaystudio,,
926,1207,1328,주식회사 헤이페이,NAVER,heypay,,
928,1202,1211,(주)홈그라운드,NAVER,hgd,,
928,1202,652,비우새,NAVER,hhj4500709:naver,,
928,1184,1274,경춘산업마대,NAVER,hhs2042,,
928,1184,201027,한누리파출부,NAVER,hhy701,,
928,1202,806,다빈치스타일,NAVER,hifist,,
928,1202,939,첨단인지학습센터,NAVER,highcog,,
927,1200,1496,미소잉크,NAVER,highend12,,
927,1200,1012,플로트,NAVER,hil11,,
928,1202,51,히람씨엠,NAVER,hiram04,,
928,1202,26,하이티,NAVER,hitee,,
928,1202,938,히트메이드,NAVER,hitmade,,
927,1200,201038,프라임유통,NAVER,hiun100404:naver,,
928,1184,914,형제금속,NAVER,hj167428,,
928,1202,50,(주)현주디앤피,NAVER,hjdnp,,
928,1184,917,현주건업,NAVER,hjglass,,
927,1200,201038,이레J,NAVER,hjkiem:naver,,
928,1184,914,한국열쇠,NAVER,hkkey,,
928,1202,251,광주패러글라이딩스쿨,NAVER,hl4gwe,,
928,1184,914,뉴질랜드마트,NAVER,hm_mk3,,
926,954,200999,트리플하이엠,NAVER,hm75,,
928,1202,25,메사캠핑,NAVER,hmhm223,,
928,1184,201004,희망공인중개사사무소,NAVER,hmland,,
928,1184,1548,휴먼스쿨,NAVER,hmsl3815,,
928,1202,1040,에이치엔메디,NAVER,hnmedi,,
809,810,201021,(주)호강종합물류,NAVER,hogangled22,,
927,1200,551,홈앤스쿨,NAVER,home1005,,
927,1200,930,주식회사홈시스,NAVER,homsys88,,
928,1202,81,바른유외과,NAVER,honestu,,
928,1202,26,홍반장이사,NAVER,hong242,,
928,1184,914,후한의원,NAVER,hoo_ad,,
928,1184,914,후한의원,NAVER,hoocheonan,,
928,1184,914,후한의원,NAVER,hooclinicps,,
928,1184,914,후한의원,NAVER,hoogumi,,
928,1184,914,후한의원,NAVER,hooilsan,,
928,1184,914,후한의원,NAVER,hoojj123,,
928,1184,914,후한의원,NAVER,hoonowon,,
927,1200,33,홈쿡에프앤비,NAVER,hoonydony:naver,,
928,935,2,주식회사 애드니즈컴퍼니,NAVER,hoopmall,,
928,1184,914,후한의원,NAVER,hoosillim,,
927,1200,551,슈즈시티,NAVER,howo2005:naver,,
928,1184,201027,(주)협신물산,NAVER,hs14210,,
927,1200,817,한성,NAVER,hsenergy,,
928,1202,929,경인창호,NAVER,hso5321,,
928,1202,25,한샘과학,NAVER,hssci,,
928,1202,26,휴먼테라피,NAVER,htherapy7,,
928,1202,933,동원프라자빌딩,NAVER,hu3753,,
928,1202,251,휴메카,NAVER,humecca,,
927,1200,1271,헝크,NAVER,hunk,,
1204,1205,201073,(주)휴온스푸디언스,NAVER,huonsnatural,,
927,1200,1530,큐브모아,NAVER,hvglobal,,
928,1202,898,툴팜코리아,NAVER,hwanhae,,
928,1202,806,휘카레,NAVER,hwicurry555:naver,,
928,1202,929,신성세이프,NAVER,hyo350,,
928,1202,81,에너피아,NAVER,hyoun59,,
928,1202,51,얼음아이스,NAVER,hyun63krkr,,
928,935,2,형제코리아,NAVER,hyungjaebio,,
928,1202,81,형성산업,NAVER,hyungsung,,
928,1202,25,브이아이피,NAVER,hyunsuk1209,,
928,1184,9,협진,NAVER,hyupjinear,,
928,1184,9,협진eng,NAVER,hyupjineng,,
928,1202,25,스타키보청기 경기광주전문점,NAVER,i944747,,
928,1184,1548,이안,NAVER,iaan2007:naver,,
928,1202,25,이안과학,NAVER,iaansci,,
928,935,2,주식회사 아이비엘,NAVER,ibeautylab,,
928,1184,201004,주식회사 아이씨비,NAVER,icbnear,,
928,1184,201029,이듬모드 주식회사,NAVER,ideummode,,
928,1202,939,동양특수비닐커텐,NAVER,idongyang,,
928,1202,895,(주) 에코원,NAVER,iecoone,,
927,1200,1496,에스엔케이,NAVER,ifriendgo:naver,,
1204,1205,201073,무튼,NAVER,ihair2,,
1204,1205,201073,아이헤어,NAVER,ihair92,,
928,1184,1548,일진팩(주),NAVER,ijpack2,,
928,1202,1040,오렌지욕실,NAVER,iklvt4,,
928,1184,9,일등테크,NAVER,ildeungt,,
928,1202,652,루미드,NAVER,illumid,,
928,1202,652,일우이앤티,NAVER,ilooent,,
926,1207,1328,일산팩,NAVER,ilsanpack,,
928,1184,917,아이엠문구,NAVER,im2492,,
928,1184,201027,이미지마리,NAVER,imgimg88,,
928,1184,1548,(주)쓰리에스정보통신,NAVER,inc,,
928,1202,26,전국종합기계,NAVER,indrobot,,
928,1184,917,(주)인포스,NAVER,info21c,,
928,1184,917,비드큐입찰정보,NAVER,infoans,,
928,1184,201004,인프라웨어,NAVER,infraware11:naver,,
928,1202,201009,스마트법률,NAVER,injung,,
928,1202,81,(주)고려수지침,NAVER,inpage,,
928,1202,938,인파이프,NAVER,inpipe,,
928,1202,806,인포스,NAVER,inpos0042,,
928,1202,81,인산가,NAVER,insanga9585,,
928,1202,929,대일컨설팅,NAVER,intbc,,
927,1200,1271,(주)세종인테리어필름,NAVER,interiorfilm,,
928,1202,251,인터랩코리아,NAVER,interlab,,
928,1184,917,인지카(주),NAVER,inzicar,,
928,1184,1274,카라이프,NAVER,iocom1472,,
928,1202,26,중소기업은행,NAVER,ionejob,,
928,1202,26,넥스텍,NAVER,ippi2,,
928,1184,1548,아이알캔(주),NAVER,irken,,
927,1200,551,이로홈,NAVER,irohome,,
809,810,201021,메이트,NAVER,isaac3231,,
926,1207,1328,위주,NAVER,iscompany01,,
926,1207,200982,화물나르미,NAVER,issac8770:naver,,
928,1184,914,후한의원,NAVER,isumedi,,
928,1202,26,제일상사,NAVER,isyou86,,
928,1184,1548,잇땅,NAVER,itddang,,
928,1184,914,한국아이티인재개발원,NAVER,ithaja,,
927,1200,1530,(주)에스아이티,NAVER,itssamsung:naver,,
928,1184,1274,아이유의원,NAVER,iuclinic,,
926,1207,200982,이음여성한의원,NAVER,iumomc,,
927,1200,560,(주)아이위즈커뮤니티,NAVER,iwizcom,,
927,1200,1012,진티앤,NAVER,iwon12,,
926,964,200998,우리안 송월타올,NAVER,iwoorian,,
926,1207,201011,현대렌탈케어큐밍 (현대렌탈몰),NAVER,j871105,,
928,1202,1040,우성코리아,NAVER,jackal5510,,
928,1184,1548,(주)잭키드,NAVER,jackid,,
928,1202,895,제이드피부비뇨기과,NAVER,jade833,,
928,1184,917,화성제일금은거래소,NAVER,jaeilgoldhs,,
928,1184,917,시흥제일금은거래소,NAVER,jaeilgoldsh,,
927,1200,33,해피호스텔,NAVER,jalabau,,
926,1207,201037,서울아이비에프여성의원,NAVER,jallmann,,
928,1202,50,도산정보,NAVER,jangbuja01:naver,,
928,1202,51,장헌법률사무소,NAVER,janghunlaw,,
927,1200,33,싱글레지던스,NAVER,jasingle,,
928,1202,933,포커스라인,NAVER,jayou111,,
926,964,200998,(주)제이웨이브,NAVER,jaywave1,,
928,1202,25,UNI 패키지,NAVER,jbgogo777,,
928,1202,81,엘석면환경,NAVER,jcnho,,
928,1184,1548,제이코스에이치엠,NAVER,jcoshm,,
927,1200,930,릴렉스코리아,NAVER,jdb2100,,
927,1200,930,제시카디자인,NAVER,jdg,,
928,1202,652,제비꽃,NAVER,jebiggot4,,
928,1184,917,리얼호주,NAVER,jedinsight20,,
926,1207,1328,제이스골드,NAVER,jeicegold,,
928,1202,933,지붕명가,NAVER,jeilroof50,,
928,1202,806,제주아라,NAVER,jejuara9191,,
928,1202,81,목원기업,NAVER,jejudrivite,,
928,1202,806,공육사(제주메이드),NAVER,jejumade064:naver,,
928,1202,898,제중한의원,NAVER,jejung,,
928,1202,26,제니스의원,NAVER,jenis1,,
928,1202,51,제니양품,NAVER,jennyy,,
928,1184,1274,엠오텍,NAVER,jeon03,,
928,1202,933,타우랑가,NAVER,jerrynuri,,
928,1184,1548,JFS인더스트리,NAVER,jfsindustry1,,
927,1200,1271,제이글로리,NAVER,jglory7225:naver,,
928,1202,938,주식회사 제이에이치글로벌컴퍼니,NAVER,jh_global,,
927,1200,930,부페마트,NAVER,jh6choi,,
928,1202,939,생물과학,NAVER,jhb0386,,
928,1202,895,대한병원컨설팅,NAVER,jhg5506,,
928,935,2,코스네이처,NAVER,jhjipapa,,
928,1202,1040,파인스토어,NAVER,jhjs1027,,
928,1184,1274,양산꽃차,NAVER,jhy1206105,,
928,1184,1274,대한마루,NAVER,ji319,,
927,1200,57,meant to be,NAVER,jihyeon527:naver,,
926,964,200998,굿모닝보청기 강동센터,NAVER,jiinne,,
927,1200,930,청소매니아,NAVER,jik7044,,
928,1202,898,징검다리,NAVER,jinggum106,,
928,1202,895,진한기계,NAVER,jinhangen:naver,,
928,1202,51,고운머리,NAVER,jiwon,,
928,1202,652,경동메탈,NAVER,jjbs,,
928,1184,917,(주)마사토산업개발,NAVER,jjh019060,,
928,1202,806,한라건기,NAVER,jjjj0424,,
926,1207,201037,에덴공예사,NAVER,jjjj9191,,
927,1200,551,제이제이오피스,NAVER,jjoffice,,
927,1200,1594,유달리,NAVER,jjoo79:naver,,
927,1200,1496,나야스타일,NAVER,jjun6210,,
928,1184,201004,대전중앙금거래소,NAVER,jkh1791,,
928,1184,1274,온누리전국화물,NAVER,jkoh1210,,
928,935,2,제이코퍼레이션,NAVER,jm7672,,
927,1200,551,(주)씨엘아이앤비컴퍼니,NAVER,jmjmhmo3,,
928,1202,938,알파에이사,NAVER,jmkorea1,,
927,1200,201038,정스 네일상회,NAVER,jnavy93,,
927,1200,930,핸프,NAVER,jnd_co:naver,,
927,1200,817,제이엔디,NAVER,jndshop77,,
928,1202,939,나라플라테크(주),NAVER,jnhwa,,
928,1202,1040,제이엔제이수족관,NAVER,jnjsujo,,
928,1184,917,주식회사 제이앤케이인사이트,NAVER,jnktrade18:naver,,
928,1202,939,원미어린이집,NAVER,johnlli,,
928,1202,1040,별이빛나는밤펜션,NAVER,joio6432,,
926,1207,201037,케이엠텍,NAVER,jollinda,,
928,1202,26,신파람붙임머리,NAVER,jongkyu1225:naver,,
927,1200,817,창성에어컨,NAVER,jongshin0501,,
926,1207,201011,이천현대중장비자동차정비학원,NAVER,jongsuk1207,,
928,1184,917,창업114,NAVER,jonwoo2002,,
927,1200,1012,한국아동요리지도자협회,NAVER,joo062911,,
928,1202,806,아이티나인,NAVER,joon7581:naver,,
928,1202,25,중앙국제결혼,NAVER,joongang2009,,
928,1184,1274,푸루빌,NAVER,joonhao,,
928,1202,898,손주영,NAVER,jooyoung0928,,
928,1184,917,천광종합설비,NAVER,josanghwi,,
928,1202,50,골프매니아,NAVER,joyful1275,,
928,1202,81,제이팩,NAVER,jpack,,
928,1202,939,우진메이킹,NAVER,js1313,,
928,1184,917,고속종합물류(주),NAVER,jscwoo,,
928,1202,25,포인트데코,NAVER,jsh123,,
928,1184,1274,아이스몬,NAVER,jsh34055,,
928,1184,201027,나지미돈부리,NAVER,jsh86332:naver,,
928,1202,26,무지개펜션,NAVER,jslee6702,,
928,1202,1040,제이에스미디어,NAVER,jsmedia,,
928,1202,251,제이솔루션,NAVER,jsolution12,,
928,1202,26,자스민테라피,NAVER,jtherapy7,,
928,1202,1040,모은디자인,NAVER,jtokill,,
928,1184,1274,주안장식,NAVER,juanjangsik,,
928,1202,51,백만퓨리스,NAVER,judi2340,,
928,1202,898,기프트천,NAVER,judie73,,
928,1202,81,미소크린,NAVER,7136-06-01,,
928,1202,25,최고자원,NAVER,junghoon1164,,
927,1200,33,sbs아카데미게임학원 박정욱,NAVER,jungwoogbag:naver,,
927,1200,33,(주)와이케이엠,NAVER,juvision,,
928,1202,806,휴대폰가게,NAVER,juyong0910,,
928,1184,9,정우건업,NAVER,jw0711,,
928,1202,51,벨톤보청기광명,NAVER,jwax,,
927,1200,1271,코리아크린업켐,NAVER,jyconsulting,,
926,1207,200982,JY로지스,NAVER,jylogis79:naver,,
928,1184,917,(주)진영프로토,NAVER,jyproto,,
928,1202,1040,운집컨테이너,NAVER,k1123,,
928,1202,898,조혜인,NAVER,k2bank,,
928,1202,933,호현컴퍼니,NAVER,k912_2089,,
927,1200,1594,고려아카데미컨설팅,NAVER,kacnet,,
927,1200,201038,성원보일러,NAVER,kangda9819,,
926,1207,201011,카플란싱가폴,NAVER,kaplansgkr,,
928,1184,917,성경시스템,NAVER,kasskorea,,
928,1184,9,(주)비즈제이,NAVER,kbjshop2012,,
809,810,1349,모구리식당,NAVER,kcredkc,,
928,1184,1274,한국무역통계진흥원,NAVER,kctdi,,
927,1200,33,피코,NAVER,kdb2002,,
928,1202,895,국도유리,NAVER,kdglass,,
927,1200,201038,(주)케이디글로벌,NAVER,kdglobal,,
928,1202,81,트래블인베트남,NAVER,kdive2002,,
928,1202,895,선진건기,NAVER,kdr717,,
928,1202,938,효창기계,NAVER,kds315,,
928,1202,929,케스코,NAVER,kesco,,
928,1202,806,큰숲,NAVER,keunsoop,,
928,1202,1040,한국생활지붕방수공사,NAVER,kfsysy99,,
928,1202,81,광주오동공예,NAVER,kg5050,,
928,1202,806,선개발,NAVER,kg710206,,
926,1207,201037,조이보이스튜디오,NAVER,khdigipro,,
928,1202,1040,남도식품,NAVER,khj4483,,
926,1207,1328,현대종합공사,NAVER,khm990,,
927,1200,1594,주식회사 쿠스포츠,NAVER,kht840622,,
927,1200,33,케이아이,NAVER,ki4490,,
928,1202,938,키다리아저씨몰,NAVER,kiain0907,,
928,1184,914,신라부동산,NAVER,kichuri999,,
928,1202,938,솔판넬,NAVER,kidongco2:naver,,
928,1202,806,키즈누리,NAVER,kidsnuri0055,,
926,964,200998,지입잡포커스,NAVER,kim07300,,
928,1202,939,재영컨테이너,NAVER,kim2019,,
928,1184,201004,대성종합설비,NAVER,kim5528,,
928,1184,1274,하림설비,NAVER,kimaz2,,
927,1200,817,빛고을김치,NAVER,kimchisarang,,
928,1202,938,제이디판넬,NAVER,kimgdom77,,
928,1202,50,정인스카이,NAVER,kimgood0909:naver,,
928,1184,1274,생극사,NAVER,kimiljung4,,
928,1184,917,청명렌트카,NAVER,kimjb,,
928,1202,898,황금파출,NAVER,kimki3063,,
928,1202,939,충청기획,NAVER,kimms2352,,
928,1184,9,김포삼화페인트,NAVER,kimposw,,
928,1202,1040,꼼지,NAVER,kimsrain,,
927,1200,1496,목원장작,NAVER,kine311:naver,,
928,1202,806,보은햇살팜,NAVER,kingofdate,,
927,1200,930,88번가,NAVER,kingsale88,,
928,1202,806,김종구부산어묵,NAVER,kjgfood,,
928,1184,917,한국스톤네트,NAVER,kjh1538,,
928,1202,251,부라더미싱,NAVER,kjh6422,,
927,1200,551,현대금속,NAVER,kjl9497,,
926,1207,200980,하이진홈케어,NAVER,kjn2013,,
928,1202,25,패션패션,NAVER,kjsk001472,,
928,1202,1040,우리강산,NAVER,kjt1648,,
927,1200,551,케이제이통상,NAVER,kjtongsang,,
928,1202,939,운수법인 서강물류,NAVER,kjw5051,,
927,1200,1012,주식회사아누리,NAVER,kk100403,,
928,1202,51,성산작명원,NAVER,kkm110,,
926,1207,200982,금강마이크로,NAVER,kkmicro,,
926,964,200998,미래상사,NAVER,kks4475,,
928,1202,201009,노무법인 태양,NAVER,km3933,,
928,1202,929,크린큐플러스,NAVER,kmeshop,,
926,1207,200982,제일항외과의원,NAVER,kmy0155:naver,,
928,1202,898,코아드,NAVER,koad7082,,
928,1202,898,코암관광호텔,NAVER,koamhotel,,
928,1184,914,후한의원,NAVER,kogurean1,,
927,1200,930,케이원정보기술,NAVER,koneinfo,,
928,1202,1040,에어릭스,NAVER,konnecthing,,
928,1202,26,사운드방음,NAVER,kook21,,
928,1202,938,쿨맨(KOOLMAN),NAVER,koolman,,
928,1202,51,올비투몰(다인누리),NAVER,koreadain,,
928,1184,1548,라페치과,NAVER,koreadc,,
927,1200,33,코렌주식회사(외삼촌상사),NAVER,koren5,,
928,1202,938,sk축광,NAVER,korlight,,
928,1202,933,엠엠그린푸드,NAVER,koyab0719,,
928,1202,51,한국심리상담센타,NAVER,kpcc7080,,
928,1202,251,천일한결포크 가양점,NAVER,kpd4004,,
928,1202,81,고려전기안전관리(주),NAVER,kr042504,,
926,1207,200980,진미산업,NAVER,krirc73815,,
928,1202,81,미래산업,NAVER,krm2545,,
928,1202,939,케이알티랩,NAVER,krtcokr,,
928,1202,898,날씬바디,NAVER,ks20713,,
928,1202,26,희망제화,NAVER,ksb8643,,
927,1200,551,시월드비젼,NAVER,kscam,,
926,1207,200982,LPSARANG,NAVER,kschoung,,
928,1184,914,제주777,NAVER,ksi0446,,
928,1184,9,한국스프레이시스템,NAVER,kss1992kr,,
928,1202,933,정강원,NAVER,ktfce04,,
928,935,2,K쇼핑,NAVER,kth_vodshop,,
928,1202,939,광성사,NAVER,kth10051,,
928,1202,898,(주)동원아이티,NAVER,kth7701,,
927,1200,1594,주식회사 킥더허들,NAVER,kthdhealth,,
928,1184,9,강토중공업,NAVER,ktjgu,,
928,1184,201027,춘천본점닭갈비,NAVER,kts1805,,
928,1202,81,랑금우리옷,NAVER,kujino,,
927,1200,1594,금보컴퍼니,NAVER,kumbocompany:naver,,
928,1184,1274,금강,NAVER,kumkang2000,,
928,1202,806,(주)금오디앤아이지점,NAVER,kumo2016,,
928,935,2,구몬,NAVER,kumon123,,
928,1202,895,(주) 해성기술,NAVER,kurukang,,
926,1207,200982,구씨공방,NAVER,kuspoon,,
926,1207,200982,주식회사 경원이엔지,NAVER,kw0049,,
928,1202,806,하영올레국수,NAVER,kwak2230:naver,,
928,1202,938,스머프중고차,NAVER,kwakouo,,
927,1200,1012,경은,NAVER,kwanml77,,
928,1202,1040,케이웨더,NAVER,kweather,,
927,1200,551,한국과학상사,NAVER,kwg2948,,
928,1202,652,국어울림학원,NAVER,kwoollim,,
928,1202,51,현대건업,NAVER,kww6132,,
928,1202,898,방카오,NAVER,ky890210:naver,,
928,1202,806,경원세기센추리,NAVER,kyc9189,,
928,935,2,(주)교원더오름,NAVER,kyowontheorm,,
928,1202,929,경인창호,NAVER,kywindow,,
926,1207,200980,에이펙스EMS스튜디오대구점,NAVER,l860923l:naver,,
928,1202,1211,우신라보타치,NAVER,labottach,,
926,1207,200980,라까사웍스,NAVER,lacasa_gm,,
926,1207,200980,라까사호텔,NAVER,lacasa527,,
927,1200,1271,레헬른,NAVER,lacheln,,
928,1184,917,한빛여성의원,NAVER,ladyhanvit,,
928,1202,933,라네띠,NAVER,lane0801,,
927,1200,930,라피스인터내셔널,NAVER,lapizstore,,
927,1200,930,라텍스코리아,NAVER,latexkorea,,
927,1200,1271,로라컴퍼니,NAVER,lauraclassy:naver,,
928,1202,51,법무법인대진,NAVER,lawfirmdaejin:naver,,
928,1202,51,법률사무소 대진,NAVER,lawntaxoffic,,
928,1202,1211,로앤어스,NAVER,lawnus,,
928,1202,26,나무갤러리,NAVER,lbh5730,,
928,1202,26,선민테크,NAVER,lbh6134,,
928,1184,1274,게걸무씨앗기름,NAVER,lck245,,
926,1207,201011,동우가스텍,NAVER,lcs1478,,
927,1200,1594,온오프,NAVER,ldh930301:naver,,
928,1184,914,(주)레디스,NAVER,leddis,,
809,810,201032,춘천산내들펜션,NAVER,lee2435559,,
928,1202,25,럭셔리 디자인,NAVER,leebboms,,
928,1202,51,에듀인쇄기획,NAVER,leebnbpop,,
928,1202,895,한양청소기,NAVER,leehobum85,,
928,1184,917,청담오라클피부과의원,NAVER,leeja486rr,,
928,1202,50,아침뜨락,NAVER,leejs9210,,
928,1184,1274,블랙버드샵,NAVER,leesangjun68,,
926,1207,200982,고물상닷컴,NAVER,leesbong3669,,
928,1202,939,사인보드,NAVER,leesubok75,,
928,1184,914,후한의원,NAVER,leipang24,,
926,1207,201011,리오홀딩스(저스트크래프트),NAVER,leoholdings:naver,,
928,1202,898,레로이머쉬러니,NAVER,leroiq12,,
928,1184,917,엘지토탈인테리어,NAVER,lgtotalid:naver,,
928,1184,1274,묭실,NAVER,lhc1105:naver,,
928,1202,1040,아트,NAVER,lhl1080:naver,,
